sentence_id,line_no,sample_id,source,difficulty,sentence_type,difficulty_score,gold_status,selection_tags,raw_text,gold,char_len,gold_word_count,split,split_role,review_flags,notes,participant_count,sentence_avg_word_f1,sentence_avg_boundary_f1,sentence_exact_match_rate,discrimination_index
47,47,nlpcc_dev_1971,NLPCC-Weibo,medium,mixed_script,48.07,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【青岛：3斤螃蟹绑7两皮筋商户被罚1500元】,【 / 青岛 / ： / 3 / 斤 / 螃蟹 / 绑 / 7 / 两 / 皮筋 / 商户 / 被 / 罚 / 1500 / 元 / 】,23,16,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.636786,0.809139,0.105769,0.583077
48,48,nlpcc_dev_117,NLPCC-Weibo,medium,mixed_script,48.04,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,根据台湾媒体DigiTimes报告，苹果正在与中国服务器厂商浪潮（Inspur）合作，并准备将iCloud数据服务转移至苹果公司自己的服务器上。,根据 / 台湾 / 媒体 / DigiTimes / 报告 / ， / 苹果 / 正在 / 与 / 中国 / 服务器 / 厂商 / 浪潮 / （ / Inspur / ） / 合作 / ， / 并 / 准备 / 将 / iCloud / 数据 / 服务 / 转移 / 至 / 苹果 / 公司 / 自己 / 的 / 服务器 / 上 / 。,72,33,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.801151,0.868059,0.25,0.474454
49,49,nlpcc_dev_1673,NLPCC-Weibo,medium,mixed_script,48.03,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【北京租房调查：租户遇黑中介仅住13天被扣9000元】,【 / 北京 / 租房 / 调查 / ： / 租户 / 遇黑 / 中介 / 仅 / 住 / 13 / 天 / 被 / 扣 / 9000 / 元 / 】,27,17,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.691833,0.834477,0.028846,0.496921
50,50,nlpcc_dev_200,NLPCC-Weibo,medium,mixed_script,48.02,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,最近的大半年中，编程语言从PHP换到了Golang后，就很少接触PHP，当然，更多的还是恋恋不舍。,最近 / 的 / 大半年 / 中 / ， / 编程 / 语言 / 从 / PHP / 换到 / 了 / Golang / 后 / ， / 就 / 很少 / 接触 / PHP / ， / 当然 / ， / 更多 / 的 / 还 / 是 / 恋恋不舍 / 。,49,27,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.660653,0.830107,0.0,0.349223
51,51,nlpcc_dev_930,NLPCC-Weibo,medium,mixed_script,47.96,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,为祝贺初代萌王连载20周年，我们把初代TV全集买下来啦(๑•̀ㅂ•́)و✧,为 / 祝贺 / 初代 / 萌王 / 连载 / 20 / 周年 / ， / 我们 / 把 / 初代 / TV / 全集 / 买 / 下来 / 啦 / ( / ๑•̀ㅂ•́)و✧,37,18,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.599598,0.742109,0.0,0.451518
52,52,nlpcc_dev_898,NLPCC-Weibo,medium,mixed_script,47.79,confirmed,modern|microblog|sentence_level|mixed_script|digits,翟凌2014年4月21日公开了自己结婚的消息。,翟凌 / 2014年 / 4月 / 21日 / 公开 / 了 / 自己 / 结婚 / 的 / 消息 / 。,23,11,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.661179,0.805534,0.048077,0.411614
53,53,nlpcc_dev_416,NLPCC-Weibo,medium,mixed_script,47.71,confirmed,modern|microblog|sentence_level|oov_heavy|mixed_script|digits|social_marker,【海南瑞泽定增38.6亿元实控人旗下公司参与认购】,【 / 海南 / 瑞泽 / 定增 / 38.6亿 / 元 / 实控人 / 旗下 / 公司 / 参与 / 认购 / 】,25,12,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.49019,0.657637,0.028846,0.504891
54,54,nlpcc_dev_1855,NLPCC-Weibo,medium,mixed_script,47.69,confirmed,modern|microblog|sentence_level|mixed_script|digits,邮政速递工作人员：“保价1500元，如果物品丢失，只能赔1500。”,邮政 / 速递 / 工作 / 人员 / ： / “ / 保价 / 1500 / 元 / ， / 如果 / 物品 / 丢失 / ， / 只能 / 赔 / 1500 / 。 / ”,34,19,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.766215,0.863868,0.163462,0.490363
55,55,nlpcc_dev_598,NLPCC-Weibo,medium,mixed_script,47.62,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,中国共产党是一个拥有400多万基层组织、8500多万党员、在一个人口逾13亿大国长期执政的党，管党治党一刻不能松懈。,中国 / 共产党 / 是 / 一 / 个 / 拥有 / 400多万 / 基层 / 组织 / 、 / 8500多万 / 党员 / 、 / 在 / 一 / 个 / 人口 / 逾 / 13亿 / 大国 / 长期 / 执政 / 的 / 党 / ， / 管党 / 治党 / 一刻 / 不 / 能 / 松懈 / 。,58,32,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.614282,0.814779,0.009615,0.354835
56,56,nlpcc_dev_206,NLPCC-Weibo,medium,mixed_script,47.44,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,估计大家在日常工作中都会用到css形状，但是目前天朝中使用到最多的估计就是圆(circle)、椭圆(ellipse)、各种三角形形状，但是你肯定很少看见过用几何图形或者多边图形。,估计 / 大家 / 在 / 日常 / 工作 / 中 / 都 / 会 / 用到 / css / 形状 / ， / 但是 / 目前 / 天朝 / 中 / 使用 / 到 / 最 / 多 / 的 / 估计 / 就 / 是 / 圆 / ( / circle / ) / 、 / 椭圆 / ( / ellipse / ) / 、 / 各种 / 三角形 / 形状 / ， / 但是 / 你 / 肯定 / 很少 / 看见 / 过 / 用 / 几何 / 图形 / 或者 / 多边 / 图形 / 。,89,51,dev,platform_eval_v2_draft,very_long,Competition data with standard train/dev/test split.,104,0.708799,0.835637,0.0,0.409657
57,57,nlpcc_dev_118,NLPCC-Weibo,medium,mixed_script,47.39,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|social_marker,【魅族PRO6真机全曝光：银色依然帅气】,【 / 魅族 / PRO6 / 真机 / 全 / 曝光 / ： / 银色 / 依然 / 帅气 / 】,20,11,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.684308,0.828116,0.096154,0.522688
58,58,nlpcc_dev_1190,NLPCC-Weibo,medium,mixed_script,47.39,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|social_marker,【LGG5国行版现场体验：配件有点抢戏】,【 / LGG5 / 国行 / 版 / 现场 / 体验 / ： / 配件 / 有点 / 抢戏 / 】,20,11,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.663439,0.799716,0.057692,0.492961
59,59,nlpcc_dev_1194,NLPCC-Weibo,medium,mixed_script,47.39,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,为了祝国哥生日周happy，请大家今天的投票一定都选A，一言为定！！！！！,为 / 了 / 祝 / 国哥 / 生日周 / happy / ， / 请 / 大家 / 今天 / 的 / 投票 / 一定 / 都 / 选 / A / ， / 一言为定 / ！ / ！ / ！ / ！ / ！,37,23,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.638146,0.792695,0.0,0.36939
60,60,nlpcc_dev_2036,NLPCC-Weibo,medium,mixed_script,47.19,confirmed,modern|microblog|sentence_level|oov_heavy|mixed_script|long_sentence,续集由杰西·艾森伯格、伍迪·哈里森、戴夫·弗兰科、丽兹·卡潘、“绿巨人”马克·鲁法洛、迈克尔·凯恩、摩根·弗里曼联合周杰伦、“哈利·波特”丹尼尔·雷德克里夫主演！,续集 / 由 / 杰西·艾森伯格 / 、 / 伍迪·哈里森 / 、 / 戴夫·弗兰科 / 、 / 丽兹·卡潘 / 、 / “ / 绿巨人 / ” / 马克·鲁法洛 / 、 / 迈克尔·凯恩 / 、 / 摩根·弗里曼 / 联合 / 周杰伦 / 、 / “ / 哈利·波特 / ” / 丹尼尔·雷德克里夫 / 主演 / ！,81,27,dev,platform_eval_v2_draft,very_long,Competition data with standard train/dev/test split.,104,0.60479,0.772221,0.028846,0.652888
61,61,nlpcc_dev_682,NLPCC-Weibo,medium,mixed_script,47.11,confirmed,modern|microblog|sentence_level|mixed_script|latin,印度东北部的梅加拉亚邦（Meghalaya）是世界上降雨最多的地方。,印度 / 东北部 / 的 / 梅加拉亚邦 / （ / Meghalaya / ） / 是 / 世界 / 上 / 降雨 / 最 / 多 / 的 / 地方 / 。,34,16,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.770523,0.85256,0.173077,0.471426
62,62,nlpcc_dev_1572,NLPCC-Weibo,medium,mixed_script,47.08,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,乐高、pandora、swatch等商店也已开业，加上迪士尼世界商店试运行，小镇客流堪比刚过去的五一小长假晨报记者谢竲,乐高 / 、 / pandora / 、 / swatch / 等 / 商店 / 也 / 已 / 开业 / ， / 加上 / 迪士尼 / 世界 / 商店 / 试运行 / ， / 小镇 / 客流 / 堪比 / 刚 / 过去 / 的 / 五一 / 小长假 / 晨报 / 记者 / 谢竲,59,28,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.611808,0.79059,0.009615,0.435349
63,63,nlpcc_dev_764,NLPCC-Weibo,medium,mixed_script,46.78,confirmed,modern|microblog|sentence_level|mixed_script|latin|social_marker,【Verizon在雅虎争夺战中成为胜算最大的潜在买家】,【 / Verizon / 在 / 雅虎 / 争夺战 / 中 / 成为 / 胜算 / 最 / 大 / 的 / 潜在 / 买家 / 】,27,14,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.684636,0.817256,0.096154,0.512395
64,64,nlpcc_dev_510,NLPCC-Weibo,medium,mixed_script,46.77,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,“尊敬的建行用户：您在我行账户已满10000积分，可兑换5%现金”，收到类似短信，不要点链接！,“ / 尊敬 / 的 / 建行 / 用户 / ： / 您 / 在 / 我行 / 账户 / 已满 / 10000 / 积分 / ， / 可 / 兑换 / 5% / 现金 / ” / ， / 收到 / 类似 / 短信 / ， / 不 / 要 / 点 / 链接 / ！,47,29,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.720417,0.854003,0.0,0.352376
65,65,nlpcc_dev_410,NLPCC-Weibo,medium,mixed_script,46.75,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,人力资源社会保障部、财政部近日就做好2016年城镇居民基本医疗保险发布通知，通知显示，2016年各级财政对居民医保的补助标准在2015年的基础上提高40元，达到每人每年420元。,人力 / 资源 / 社会 / 保障部 / 、 / 财政部 / 近日 / 就 / 做好 / 2016年 / 城镇 / 居民 / 基本 / 医疗 / 保险 / 发布 / 通知 / ， / 通知 / 显示 / ， / 2016年 / 各级 / 财政 / 对 / 居民 / 医保 / 的 / 补助 / 标准 / 在 / 2015年 / 的 / 基础 / 上 / 提高 / 40 / 元 / ， / 达到 / 每人 / 每年 / 420 / 元 / 。,89,45,dev,platform_eval_v2_draft,very_long,Competition data with standard train/dev/test split.,104,0.75189,0.874894,0.019231,0.378411
66,66,nlpcc_dev_500,NLPCC-Weibo,medium,mixed_script,46.74,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,19-21日，南方新一轮强降雨来袭，这是南方4月来经历的第7轮强降雨。,19-21日 / ， / 南方 / 新 / 一 / 轮 / 强降雨 / 来袭 / ， / 这 / 是 / 南方 / 4月 / 来 / 经历 / 的 / 第7 / 轮 / 强降雨 / 。,35,20,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.635837,0.819523,0.0,0.389939
67,67,nlpcc_dev_149,NLPCC-Weibo,medium,mixed_script,46.69,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,与此同时，故宫的文创产品销售额也从2013年的6亿元增长到2015年的近10亿元…,与此同时 / ， / 故宫 / 的 / 文创 / 产品 / 销售额 / 也 / 从 / 2013年 / 的 / 6亿 / 元 / 增长 / 到 / 2015年 / 的 / 近 / 10亿 / 元 / …,41,21,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.692942,0.835228,0.067308,0.516282
68,68,nlpcc_dev_1339,NLPCC-Weibo,medium,mixed_script,46.66,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,其中，自2012年启动的营改增试点中超过97%的试点纳税人实现税负下降或持平，累计减税已达3133亿元。,其中 / ， / 自 / 2012年 / 启动 / 的 / 营改 / 增试点 / 中 / 超过 / 97% / 的 / 试点 / 纳税人 / 实现 / 税负 / 下降 / 或 / 持平 / ， / 累计 / 减税 / 已 / 达 / 3133亿 / 元 / 。,52,27,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.715345,0.845887,0.009615,0.417951
69,69,nlpcc_dev_994,NLPCC-Weibo,medium,mixed_script,46.6,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,今天，NBA巅峰之战，马刺主场86-92不敌勇士，本赛季主场不败神话被终结。,今天 / ， / NBA / 巅峰 / 之 / 战 / ， / 马刺 / 主场 / 86-92 / 不敌 / 勇士 / ， / 本 / 赛季 / 主场 / 不败 / 神话 / 被 / 终结 / 。,38,21,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.693912,0.842231,0.0,0.373658
70,70,nlpcc_dev_213,NLPCC-Weibo,medium,mixed_script,46.42,confirmed,modern|microblog|sentence_level|mixed_script|latin|social_marker,【暴增Emacs生产力的十大最佳插件】,【 / 暴增 / Emacs / 生产力 / 的 / 十 / 大 / 最 / 佳 / 插件 / 】,19,11,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.557622,0.753419,0.0,0.43819
71,71,nlpcc_dev_1210,NLPCC-Weibo,medium,mixed_script,46.33,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,今天，天猫电器城总裁印井和亚洲CES总监暨全球资深总监JohnKelly，在阿里巴巴西溪园区宣布开启4月份“不可思议的新品”首发之旅。,今天 / ， / 天猫 / 电器城 / 总裁 / 印井 / 和 / 亚洲 / CES / 总监 / 暨 / 全球 / 资深 / 总监 / JohnKelly / ， / 在 / 阿里巴巴 / 西溪 / 园区 / 宣布 / 开启 / 4月份 / “ / 不可思议 / 的 / 新品 / ” / 首发 / 之 / 旅 / 。,67,32,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.687381,0.811028,0.0,0.462753
72,72,nlpcc_dev_181,NLPCC-Weibo,medium,mixed_script,46.32,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,从图片来看，该机屏幕巨大，爆料人士称该机搭载6英寸1080P显示屏，支持双卡双待4G…,从 / 图片 / 来 / 看 / ， / 该 / 机 / 屏幕 / 巨大 / ， / 爆料 / 人士 / 称 / 该 / 机 / 搭载 / 6 / 英寸 / 1080P / 显示屏 / ， / 支持 / 双卡 / 双待 / 4G / …,43,26,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.632785,0.822225,0.0,0.381143
73,73,nlpcc_dev_2,NLPCC-Weibo,medium,mixed_script,46.32,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【缩量回调，3000点还要徘徊多久？】,【 / 缩量 / 回调 / ， / 3000 / 点 / 还要 / 徘徊 / 多久 / ？ / 】,19,11,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.753167,0.869838,0.153846,0.477369
74,74,nlpcc_dev_243,NLPCC-Weibo,medium,mixed_script,46.23,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,又有人给我单挑满仓600797千万不要这样，那啥，谁知道哪个股更好，单挑一只会过于被动的！！,又 / 有 / 人 / 给 / 我 / 单挑 / 满仓 / 600797千万 / 不 / 要 / 这样 / ， / 那 / 啥 / ， / 谁 / 知道 / 哪 / 个 / 股 / 更 / 好 / ， / 单挑 / 一 / 只 / 会 / 过于 / 被动 / 的 / ！ / ！,46,32,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.656935,0.826587,0.0,0.327136
75,75,nlpcc_dev_1207,NLPCC-Weibo,medium,mixed_script,46.2,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,今天上午，两艘运输船并靠南京扬子锚地检修高高位报警装置时先后发生闪爆，造成“苏东油0021”轮2人失踪(1名船员，1名修理工)。,今天 / 上午 / ， / 两 / 艘 / 运输 / 船 / 并靠 / 南京 / 扬子 / 锚地 / 检修 / 高 / 高位 / 报警 / 装置 / 时 / 先后 / 发生 / 闪爆 / ， / 造成 / “ / 苏东油0021 / ” / 轮 / 2 / 人 / 失踪 / ( / 1 / 名 / 船员 / ， / 1 / 名 / 修理工 / ) / 。,64,39,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.653793,0.812668,0.0,0.417493
76,76,nlpcc_dev_1416,NLPCC-Weibo,medium,mixed_script,46.17,confirmed,modern|microblog|sentence_level|mixed_script|digits,半场比赛结束，骑士在客场55-63暂时落后老鹰队。,半场 / 比赛 / 结束 / ， / 骑士 / 在 / 客场 / 55-63 / 暂时 / 落后 / 老鹰队 / 。,25,12,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.773428,0.872593,0.192308,0.446363
77,77,nlpcc_dev_1806,NLPCC-Weibo,medium,mixed_script,46.14,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,而英国外交大臣PhilipHammond称，这场音乐会没意义，只是转移一下还在受难的叙利亚人的注意力。,而 / 英国 / 外交 / 大臣 / PhilipHammond / 称 / ， / 这 / 场 / 音乐会 / 没 / 意义 / ， / 只是 / 转移 / 一下 / 还 / 在 / 受难 / 的 / 叙利亚 / 人 / 的 / 注意力 / 。,51,25,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.742199,0.840275,0.048077,0.479015
78,78,nlpcc_dev_1043,NLPCC-Weibo,medium,mixed_script,46.13,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,在iOS10中可能会包含HomeKit的独立应用：又多了一个系统应用，不知道是否会得到用户的青睐。,在 / iOS10 / 中 / 可能 / 会 / 包含 / HomeKit / 的 / 独立 / 应用 / ： / 又 / 多 / 了 / 一 / 个 / 系统 / 应用 / ， / 不 / 知道 / 是否 / 会 / 得到 / 用户 / 的 / 青睐 / 。,49,28,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.782279,0.87306,0.009615,0.401454
79,79,nlpcc_dev_1135,NLPCC-Weibo,medium,mixed_script,46.12,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin,今晚听听由鹿晗、大张伟、Ella、潘玮柏等明星演唱的《重返17岁》。,今晚 / 听听 / 由 / 鹿晗 / 、 / 大张伟 / 、 / Ella / 、 / 潘玮柏 / 等 / 明星 / 演唱 / 的 / 《 / 重返 / 17 / 岁 / 》 / 。,34,20,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.747981,0.875658,0.086538,0.424536
80,80,nlpcc_dev_1050,NLPCC-Weibo,medium,mixed_script,46.1,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,苹果等音乐流媒体让华纳音乐营收上一层楼：得益于AppleMusic以及Spotify等音乐流服务，流媒体收入已经成为华纳音乐上季度收入最多的来源。,苹果 / 等 / 音乐 / 流媒体 / 让 / 华纳 / 音乐 / 营收 / 上 / 一层 / 楼 / ： / 得益于 / Apple / Music / 以及 / Spotify / 等 / 音乐流 / 服务 / ， / 流媒体 / 收入 / 已经 / 成为 / 华纳 / 音乐 / 上季度 / 收入 / 最多 / 的 / 来源 / 。,73,33,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.598308,0.785023,0.0,0.359496
81,81,nlpcc_dev_703,NLPCC-Weibo,medium,mixed_script,46.07,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,从2017年起，EMBA将纳入全国统一的硕士研究生入学考试，并杜绝“培训班”式、“放羊”式的培养方式，严禁“花钱买学位”。,从 / 2017年 / 起 / ， / EMBA / 将 / 纳入 / 全国 / 统一 / 的 / 硕士 / 研究生 / 入学 / 考试 / ， / 并 / 杜绝 / “ / 培训班 / ” / 式 / 、 / “ / 放羊 / ” / 式 / 的 / 培养 / 方式 / ， / 严禁 / “ / 花钱 / 买 / 学位 / ” / 。,61,37,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.839692,0.911388,0.134615,0.378008
82,82,nlpcc_dev_1802,NLPCC-Weibo,medium,mixed_script,46.01,confirmed,modern|microblog|sentence_level|mixed_script|digits,中国好声音、淘宝、建行、中国移动10086，哪一个是钓鱼网站最爱?,中国 / 好 / 声音 / 、 / 淘宝 / 、 / 建行 / 、 / 中国 / 移动 / 10086 / ， / 哪 / 一 / 个 / 是 / 钓鱼 / 网站 / 最爱 / ?,33,20,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.683723,0.837074,0.0,0.407225
83,83,nlpcc_dev_1847,NLPCC-Weibo,medium,mixed_script,45.97,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|social_marker,【最具幸福感职业TOP10出炉你的职业上榜了吗？】,【 / 最 / 具 / 幸福感 / 职业 / TOP10 / 出炉 / 你 / 的 / 职业 / 上榜 / 了 / 吗 / ？ / 】,25,15,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.714347,0.845218,0.028846,0.373538
84,84,nlpcc_dev_1480,NLPCC-Weibo,medium,mixed_script,45.91,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,她留起长发，穿起高跟鞋，换上性感的小短裙，涂红唇，摆性感pose，全部能够牢牢hold住！,她 / 留起 / 长发 / ， / 穿起 / 高跟鞋 / ， / 换上 / 性感 / 的 / 小 / 短裙 / ， / 涂 / 红唇 / ， / 摆 / 性感 / pose / ， / 全部 / 能够 / 牢牢 / hold住 / ！,45,25,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.600796,0.796112,0.0,0.363285
85,85,nlpcc_dev_1395,NLPCC-Weibo,medium,mixed_script,45.89,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,公牛在落后两位数的情况下翻盘，主场以105-102险胜骑士，延续一线生机。,公牛 / 在 / 落后 / 两位数 / 的 / 情况 / 下 / 翻盘 / ， / 主场 / 以 / 105-102 / 险胜 / 骑士 / ， / 延续 / 一 / 线 / 生机 / 。,37,20,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.721579,0.840966,0.0,0.349704
86,86,nlpcc_dev_1049,NLPCC-Weibo,medium,mixed_script,45.82,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin,：随着时间的推移，关于iPhone7的消息也越来越多。,： / 随着 / 时间 / 的 / 推移 / ， / 关于 / iPhone7 / 的 / 消息 / 也 / 越来越 / 多 / 。,27,14,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.842149,0.894001,0.394231,0.413109
87,87,nlpcc_dev_1384,NLPCC-Weibo,medium,mixed_script,45.62,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,事实上，上海早在2007年就已禁止在外环线以内鸣号，“禁鸣令”已实施近10年。,事实上 / ， / 上海 / 早 / 在 / 2007年 / 就 / 已 / 禁止 / 在 / 外环线 / 以内 / 鸣号 / ， / “ / 禁鸣令 / ” / 已 / 实施 / 近10 / 年 / 。,39,22,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.73267,0.862519,0.0,0.404079
88,88,nlpcc_dev_1059,NLPCC-Weibo,medium,mixed_script,45.6,confirmed,modern|microblog|sentence_level|mixed_script|latin|long_sentence,投更多精力拉拢更多新用户：也就是说，苹果希望利用iPhoneSE去吸引很多喜欢用廉价Android智能手机的用户？,投 / 更多 / 精力 / 拉拢 / 更多 / 新 / 用户 / ： / 也就是说 / ， / 苹果 / 希望 / 利用 / iPhoneSE / 去 / 吸引 / 很多 / 喜欢 / 用 / 廉价 / Android / 智能 / 手机 / 的 / 用户 / ？,57,26,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.67772,0.816052,0.0,0.460194
89,89,nlpcc_dev_2050,NLPCC-Weibo,medium,mixed_script,45.6,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,，而侯安扬周五发文称“上涨1000点的难度很大，搞不好下跌1000点的概率更高。”,， / 而 / 侯安扬 / 周五 / 发文 / 称 / “ / 上涨 / 1000 / 点 / 的 / 难度 / 很 / 大 / ， / 搞 / 不 / 好 / 下跌 / 1000 / 点 / 的 / 概率 / 更 / 高 / 。 / ”,41,27,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.678346,0.830441,0.019231,0.357313
90,90,nlpcc_dev_495,NLPCC-Weibo,medium,mixed_script,45.6,confirmed,modern|microblog|sentence_level|mixed_script|digits|social_marker,【100本孩子爱看的书】,【 / 100 / 本 / 孩子 / 爱 / 看 / 的 / 书 / 】,12,9,dev,platform_eval_v2_draft,mixed_script,Competition data with standard train/dev/test split.,104,0.708995,0.842863,0.221154,0.594654
91,91,nlpcc_dev_720,NLPCC-Weibo,medium,mixed_script,45.59,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,印度南部一颗250吨巨石，违反地心吸力，屹立于一个45度的斜坡上逾1300年，令人啧啧称奇。,印度 / 南部 / 一 / 颗 / 250 / 吨 / 巨石 / ， / 违反 / 地心 / 吸力 / ， / 屹立 / 于 / 一 / 个 / 45 / 度 / 的 / 斜坡 / 上 / 逾 / 1300 / 年 / ， / 令 / 人 / 啧啧称奇 / 。,46,29,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.690082,0.854072,0.0,0.394785
92,92,nlpcc_dev_2015,NLPCC-Weibo,medium,mixed_script,45.47,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,住宅规划每套占地80至110多平方米不等，建筑面积均在400平方米以上。,住宅 / 规划 / 每套 / 占地 / 80 / 至 / 110多 / 平方米 / 不等 / ， / 建筑 / 面积 / 均 / 在 / 400 / 平方米 / 以上 / 。,36,18,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.65303,0.82648,0.009615,0.506969
93,93,nlpcc_dev_1959,NLPCC-Weibo,medium,mixed_script,45.33,confirmed,modern|microblog|sentence_level|mixed_script|digits|long_sentence,中国证券结算机构的数据显示，3月份中国资产超过1000万元人民币的股票账户数量增加了20%，而资产少于10万元的账户数量减少了3.9%。,中国 / 证券 / 结算 / 机构 / 的 / 数据 / 显示 / ， / 3月份 / 中国 / 资产 / 超过 / 1000万 / 元 / 人民币 / 的 / 股票 / 账户 / 数量 / 增加 / 了 / 20% / ， / 而 / 资产 / 少于 / 10万 / 元 / 的 / 账户 / 数量 / 减少 / 了 / 3.9% / 。,68,35,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.783694,0.877784,0.096154,0.436215
94,94,nlpcc_dev_782,NLPCC-Weibo,medium,mixed_script,45.31,confirmed,modern|microblog|sentence_level|mixed_script|digits|latin|long_sentence,海通李迅雷称，若只统计第一、二产业GDP增速，中国去年GDP增速为5.6%，与海外预测相近。,海通 / 李迅雷 / 称 / ， / 若 / 只 / 统计 / 第一 / 、 / 二 / 产业 / GDP / 增速 / ， / 中国 / 去年 / GDP / 增速 / 为 / 5.6% / ， / 与 / 海外 / 预测 / 相近 / 。,46,26,dev,platform_eval_v2_draft,,Competition data with standard train/dev/test split.,104,0.726582,0.845919,0.009615,0.430666
